TABLE_NAME,COLUMN_NAME,IS_PHI,DE_IDENTIFICATION_RULE,MASK_VALUE,REFERENCE_PATIENT_ID,REFERENCE_ENCOUNTER_ID,PRIORITY
cus_FlwUp_CreatedInsurance,InsuranceCarrierID,yes,MASK,InsuranceCarrierID,,,1
cus_FlwUp_CreatedInsurance,nd_auto_increament_id,no,,,,,1
cus_ArrivedAppointments,ID,no,,,,,1
cus_ArrivedAppointments,AppointmentsId,no,,,,,1
cus_ArrivedAppointments,ApptTypeId,no,,,,,1
cus_ArrivedAppointments,OwnerId,no,,,,,1
cus_ArrivedAppointments,ApptStart,yes,STATIC_OFFSET,,,,1
cus_ArrivedAppointments,Status,no,,,,,1
cus_ArrivedAppointments,ApptStatusMId,no,,,,,1
cus_ArrivedAppointments,ETId,no,,,,,1
cus_ArrivedAppointments,PatientVisitId,no,,,,,1
cus_ArrivedAppointments,TicketNumber,no,,,,,1
cus_ArrivedAppointments,DocId,no,,,,,1
cus_ArrivedAppointments,Notes,no,,,,,1
cus_ArrivedAppointments,IsCompleted,no,,,,,1
cus_ArrivedAppointments,AddedToTable,yes,STATIC_OFFSET,,,,1
cus_ArrivedAppointments,CompletedTime,yes,STATIC_OFFSET,,,,1
Patient_Race_latest_Record,PatientRaceId,no,,,,,1
Patient_Race_latest_Record,PID,yes,PATIENT_PID,,,,1
Patient_Race_latest_Record,PatientProfileId,no,,,,,1
Patient_Race_latest_Record,PatientRaceMid,no,,,,,1
Patient_Race_latest_Record,PatientRaceSubCategoryMid,no,,,,,1
Patient_Race_latest_Record,Created,yes,DATE_OFFSET,,,,1
Patient_Race_latest_Record,CreatedBy,no,,,,,1
Patient_Race_latest_Record,LastModified,yes,DATE_OFFSET,,,,1
Patient_Race_latest_Record,LastModifiedBy,no,,,,,1
Patient_Race_latest_Record,nd_auto_increment_id,no,,,,,1
cus_FlwUp_FollowUp,ID,no,,,,,1
cus_FlwUp_FollowUp,PatientProfileID,no,,,,,1
cus_FlwUp_FollowUp,PatientVisitID,no,,,,,1
cus_FlwUp_FollowUp,FollowUpDate,yes,STATIC_OFFSET,,,,1
cus_FlwUp_FollowUp,AssignedUser,yes,MASK,AssignedUser,,,1
cus_FlwUp_FollowUp,MessageTime,no,,,,,1
cus_FlwUp_FollowUp,NumberOfCalls,no,,,,,1
cus_FlwUp_FollowUp,IsCompleted,no,,,,,1
cus_FlwUp_FollowUp,CompletedDate,yes,STATIC_OFFSET,,,,1
cus_FlwUp_FollowUp,Created,yes,STATIC_OFFSET,,,,1
cus_FlwUp_FollowUp,CreatedBy,yes,MASK,CreatedBy,,,1
cus_FlwUp_FollowUp,LastModified,yes,STATIC_OFFSET,,,,1
cus_FlwUp_FollowUp,LastModifiedBy,yes,MASK,LastModifiedBy,,,1
cus_FlwUp_FollowUp,IsAutoComplete,no,,,,,1
cus_FlwUp_FollowUp,IsAutoCreated,no,,,,,1
cus_FlwUp_FollowUp,CategoryID,no,,,,,1
cus_FlwUp_FollowUp,nd_auto_increament_id,no,,,,,1
_Notes3,PatientProfileId,no,,,,,1
_Notes3,Coded,yes,GENERIC_NOTES,,,,1
_Notes3,Collection,yes,GENERIC_NOTES,,,,1
_Notes3,Final,yes,GENERIC_NOTES,,,,1
_Notes3,OrgNotes,yes,GENERIC_NOTES,,,,1
_Notes3,nd_auto_increment_id,no,,,,,1
_Notes3,nd_auto_increament_id,no,,,,,1
cus_patientcontacts_bak_20220518,PatientContactsId,no,,,,,1
cus_patientcontacts_bak_20220518,PId,no,,,,,1
cus_patientcontacts_bak_20220518,Prefix,no,,,,,1
cus_patientcontacts_bak_20220518,First,yes,MASK,First,,,1
cus_patientcontacts_bak_20220518,Middle,yes,MASK,Middle,,,1
cus_patientcontacts_bak_20220518,Last,yes,MASK,Last,,,1
cus_patientcontacts_bak_20220518,Suffix,no,,,,,1
cus_patientcontacts_bak_20220518,Address1,yes,MASK,Address1,,,1
cus_patientcontacts_bak_20220518,Address2,yes,MASK,Address2,,,1
cus_patientcontacts_bak_20220518,City,no,,,,,1
cus_patientcontacts_bak_20220518,State,no,,,,,1
cus_patientcontacts_bak_20220518,Zip,no,,,,,1
cus_patientcontacts_bak_20220518,Country,no,,,,,1
cus_patientcontacts_bak_20220518,Phone1,yes,MASK,Phone1,,,1
cus_patientcontacts_bak_20220518,Phone1Type,no,,,,,1
cus_patientcontacts_bak_20220518,Phone2,yes,MASK,Phone2,,,1
cus_patientcontacts_bak_20220518,Phone2Type,no,,,,,1
cus_patientcontacts_bak_20220518,Phone3,yes,MASK,Phone3,,,1
cus_patientcontacts_bak_20220518,Phone3Type,no,,,,,1
cus_patientcontacts_bak_20220518,Created,yes,STATIC_OFFSET,,,,1
cus_patientcontacts_bak_20220518,CreatedBy,yes,MASK,CreatedBy,,,1
cus_patientcontacts_bak_20220518,LastModified,yes,STATIC_OFFSET,,,,1
cus_patientcontacts_bak_20220518,LastModifiedBy,no,,,,,1
cus_patientcontacts_bak_20220518,EmailId,yes,MASK,EmailId,,,1
cus_patientcontacts_bak_20220518,nd_auto_increament_id,no,,,,,1
cus_PatientContactsBak0531,PatientContactsId,no,,,,,1
cus_PatientContactsBak0531,PId,no,,,,,1
cus_PatientContactsBak0531,Prefix,no,,,,,1
cus_PatientContactsBak0531,First,yes,MASK,First,,,1
cus_PatientContactsBak0531,Middle,yes,MASK,Middle,,,1
cus_PatientContactsBak0531,Last,yes,MASK,Last,,,1
cus_PatientContactsBak0531,Suffix,no,,,,,1
cus_PatientContactsBak0531,Address1,yes,MASK,Address1,,,1
cus_PatientContactsBak0531,Address2,yes,MASK,Address2,,,1
cus_PatientContactsBak0531,City,no,,,,,1
cus_PatientContactsBak0531,State,no,,,,,1
cus_PatientContactsBak0531,Zip,no,,,,,1
cus_PatientContactsBak0531,Country,no,,,,,1
cus_PatientContactsBak0531,Phone1,yes,MASK,Phone1,,,1
cus_PatientContactsBak0531,Phone1Type,no,,,,,1
cus_PatientContactsBak0531,Phone2,yes,MASK,Phone2,,,1
cus_PatientContactsBak0531,Phone2Type,no,,,,,1
cus_PatientContactsBak0531,Phone3,yes,MASK,Phone3,,,1
cus_PatientContactsBak0531,Phone3Type,no,,,,,1
cus_PatientContactsBak0531,Created,yes,STATIC_OFFSET,,,,1
cus_PatientContactsBak0531,CreatedBy,no,,,,,1
cus_PatientContactsBak0531,LastModified,yes,STATIC_OFFSET,,,,1
cus_PatientContactsBak0531,LastModifiedBy,no,,,,,1
cus_PatientContactsBak0531,EmailId,yes,MASK,EmailId,,,1
cus_PatientContactsBak0531,nd_auto_increament_id,no,,,,,1
ERXRESPONSE,AsycResponseId,no,,,,,1
ERXRESPONSE,PID,no,,,,,1
ERXRESPONSE,PVID,no,,,,,1
ERXRESPONSE,ERXNetworkReqId,no,,,,,1
ERXRESPONSE,ERXResponseType,no,,,,,1
ERXRESPONSE,ERXNetwork,no,,,,,1
ERXRESPONSE,PayerID,yes,MASK,PayerID,,,1
ERXRESPONSE,PayerName,yes,MASK,PayerName,,,1
ERXRESPONSE,AsyncResponseTimeStamp,yes,STATIC_OFFSET,,,,1
ERXRESPONSE,CoverageStartDate,no,,,,,1
ERXRESPONSE,PBMPatientUniqueId,no,,,,,1
ERXRESPONSE,HealthPlanID,no,,,,,1
ERXRESPONSE,PlanName,no,,,,,1
ERXRESPONSE,GroupName,no,,,,,1
ERXRESPONSE,GroupNumber,no,,,,,1
ERXRESPONSE,EligibleBenefits,no,,,,,1
ERXRESPONSE,MailOrderPharmacyId,no,,,,,1
ERXRESPONSE,FormularyId,no,,,,,1
ERXRESPONSE,AlternativeId,no,,,,,1
ERXRESPONSE,CoverageId,no,,,,,1
ERXRESPONSE,CopayId,no,,,,,1
ERXRESPONSE,ClassificationId,no,,,,,1
ERXRESPONSE,BankIDNumber,no,,,,,1
ERXRESPONSE,CardholderName,no,,,,,1
ERXRESPONSE,CardholderID,no,,,,,1
ERXRESPONSE,PatientDemographicsDiffer,no,,,,,1
ERXRESPONSE,LASTNAME,no,,,,,1
ERXRESPONSE,FIRSTNAME,no,,,,,1
ERXRESPONSE,MIDDLENAME,no,,,,,1
ERXRESPONSE,Suffix,no,,,,,1
ERXRESPONSE,ADDRESS1,no,,,,,1
ERXRESPONSE,ADDRESS2,no,,,,,1
ERXRESPONSE,CITY,no,,,,,1
ERXRESPONSE,STATE,no,,,,,1
ERXRESPONSE,ZIP,no,,,,,1
ERXRESPONSE,COUNTRY,no,,,,,1
ERXRESPONSE,DateOfBirth,no,,,,,1
ERXRESPONSE,SSN,no,,,,,1
ERXRESPONSE,RESPONSESTATUS,no,,,,,1
ERXRESPONSE,DEFAULTPLAN,no,,,,,1
ERXRESPONSE,ASYCRESERRORDESC,no,,,,,1
ERXRESPONSE,GENDER,no,,,,,1
ERXRESPONSE,MedHxStartDate,yes,STATIC_OFFSET,,,,1
ERXRESPONSE,MedHxEndDate,yes,STATIC_OFFSET,,,,1
ERXRESPONSE,SyncRequestTimeStamp,yes,STATIC_OFFSET,,,,1
ERXRESPONSE,nd_auto_increament_id,no,,,,,1
DmPIDContactMapping,PID,no,,,,,1
DmPIDContactMapping,MappedID,no,,,,,1
DmPIDContactMapping,Relationship,no,,,,,1
DmPIDContactMapping,nd_auto_increament_id,no,,,,,1
Diagnosis_Backup,DiagnosisId,no,,,,,1
Diagnosis_Backup,MasterDiagnosisId,no,,,,,1
Diagnosis_Backup,Inactive,no,,,,,1
Diagnosis_Backup,Code,no,,,,,1
Diagnosis_Backup,Description,yes,GENERIC_NOTES,,,,1
Diagnosis_Backup,DescriptionLong,no,,,,,1
Diagnosis_Backup,ICDCode,no,,,,,1
Diagnosis_Backup,Effective,yes,STATIC_OFFSET,,,,1
Diagnosis_Backup,Expiration,yes,STATIC_OFFSET,,,,1
Diagnosis_Backup,Created,yes,STATIC_OFFSET,,,,1
Diagnosis_Backup,CreatedBy,yes,MASK,CreatedBy,,,1
Diagnosis_Backup,LastModified,yes,STATIC_OFFSET,,,,1
Diagnosis_Backup,LastModifiedBy,no,,,,,1
Diagnosis_Backup,CodeType,no,,,,,1
Diagnosis_Backup,nd_auto_increament_id,no,,,,,1
cusCqrDataFix_PatientIDRequeued,PatientID,no,,,,,1
cusCqrDataFix_PatientIDRequeued,QueuedDate,yes,STATIC_OFFSET,,,,1
cusCqrDataFix_PatientIDRequeued,nd_auto_increament_id,no,,,,,1
erxresponse_20190103,AsycResponseId,no,,,,,1
erxresponse_20190103,PID,no,,,,,1
erxresponse_20190103,PVID,no,,,,,1
erxresponse_20190103,ERXNetworkReqId,no,,,,,1
erxresponse_20190103,ERXResponseType,no,,,,,1
erxresponse_20190103,ERXNetwork,no,,,,,1
erxresponse_20190103,PayerID,yes,MASK,PayerID,,,1
erxresponse_20190103,PayerName,yes,MASK,PayerName,,,1
erxresponse_20190103,AsyncResponseTimeStamp,yes,STATIC_OFFSET,,,,1
erxresponse_20190103,CoverageStartDate,yes,STATIC_OFFSET,,,,1
erxresponse_20190103,PBMPatientUniqueId,no,,,,,1
erxresponse_20190103,HealthPlanID,yes,MASK,HealthPlanID,,,1
erxresponse_20190103,PlanName,yes,MASK,PlanName,,,1
erxresponse_20190103,GroupName,yes,MASK,GroupName,,,1
erxresponse_20190103,GroupNumber,yes,MASK,GroupNumber,,,1
erxresponse_20190103,EligibleBenefits,no,,,,,1
erxresponse_20190103,MailOrderPharmacyId,no,,,,,1
erxresponse_20190103,FormularyId,no,,,,,1
erxresponse_20190103,AlternativeId,no,,,,,1
erxresponse_20190103,CoverageId,yes,MASK,CoverageId,,,1
erxresponse_20190103,CopayId,yes,MASK,CopayId,,,1
erxresponse_20190103,ClassificationId,no,,,,,1
erxresponse_20190103,BankIDNumber,yes,MASK,BankIDNumber,,,1
erxresponse_20190103,CardholderName,yes,MASK,CardholderName,,,1
erxresponse_20190103,CardholderID,yes,MASK,CardholderID,,,1
erxresponse_20190103,PatientDemographicsDiffer,no,,,,,1
erxresponse_20190103,LASTNAME,yes,MASK,LASTNAME,,,1
erxresponse_20190103,FIRSTNAME,yes,MASK,FIRSTNAME,,,1
erxresponse_20190103,MIDDLENAME,yes,MASK,MIDDLENAME,,,1
erxresponse_20190103,Suffix,no,,,,,1
erxresponse_20190103,ADDRESS1,yes,MASK,ADDRESS1,,,1
erxresponse_20190103,ADDRESS2,yes,MASK,ADDRESS2,,,1
erxresponse_20190103,CITY,no,,,,,1
erxresponse_20190103,STATE,no,,,,,1
erxresponse_20190103,ZIP,no,,,,,1
erxresponse_20190103,COUNTRY,no,,,,,1
erxresponse_20190103,DateOfBirth,yes,DOB,,,,1
erxresponse_20190103,SSN,no,,,,,1
erxresponse_20190103,RESPONSESTATUS,no,,,,,1
erxresponse_20190103,DEFAULTPLAN,no,,,,,1
erxresponse_20190103,ASYCRESERRORDESC,no,,,,,1
erxresponse_20190103,GENDER,no,,,,,1
erxresponse_20190103,MedHxStartDate,yes,STATIC_OFFSET,,,,1
erxresponse_20190103,MedHxEndDate,yes,STATIC_OFFSET,,,,1
erxresponse_20190103,SyncRequestTimeStamp,yes,STATIC_OFFSET,,,,1
erxresponse_20190103,nd_auto_increament_id,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,ID,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,FollowUpID,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,AutoCreateRuleAdjID,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,PatientVisitID,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,PatientProfileID,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,AssignedUser,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,GroupCode,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,IsAllReasonCodes,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,IsAllInsuranceCarriers,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,IsAllInsuranceGroups,no,,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,InsuranceCarrierId,yes,MASK,InsuranceCarrierId,,,1
cus_FlwUp_AutoCreateRule_Adj_History,InsuranceGroupID,yes,MASK,InsuranceGroupID,,,1
cus_FlwUp_AutoCreateRule_Adj_History,Created,yes,STATIC_OFFSET,,,,1
cus_FlwUp_AutoCreateRule_Adj_History,nd_auto_increament_id,no,,,,,1
_facility,PatientProfileId,no,,,,,1
_facility,FacilityId,no,,,,,1
_facility,nd_auto_increment_id,no,,,,,1
_facility,nd_auto_increament_id,no,,,,,1
cus_FlwUp_AutoCreateRule_History,ID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,FollowUpID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,AutoCreateRuleID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,PatientVisitID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,PatientProfileID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,VisitOwnerID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,BillStatusID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,NumberOfDays,no,,,,,1
cus_FlwUp_AutoCreateRule_History,Alpha,no,,,,,1
cus_FlwUp_AutoCreateRule_History,InsuranceGroupID,yes,MASK,InsuranceGroupID,,,1
cus_FlwUp_AutoCreateRule_History,FacilityID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,ProviderID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,CompanyID,no,,,,,1
cus_FlwUp_AutoCreateRule_History,AssignedUser,no,,,,,1
cus_FlwUp_AutoCreateRule_History,Created,yes,STATIC_OFFSET,,,,1
cus_FlwUp_AutoCreateRule_History,nd_auto_increament_id,no,,,,,1
cus_patientInsuranceFix,patientprofileid,no,,,,,1
cus_patientInsuranceFix,minpatientInsuranceId,yes,MASK,minpatientInsuranceId,,,1
cus_patientInsuranceFix,maxpatientInsuranceId,yes,MASK,maxpatientInsuranceId,,,1
cus_patientInsuranceFix,mergeDate,yes,STATIC_OFFSET,,,,1
cus_patientInsuranceFix,nd_auto_increament_id,no,,,,,1
cus_DocBat_DocumentQueue,DocuBatchQueueId,no,,,,,1
cus_DocBat_DocumentQueue,SDID,no,,,,,1
cus_DocBat_DocumentQueue,Complete,no,,,,,1
cus_DocBat_DocumentQueue,AttachmentOnly,no,,,,,1
cus_DocBat_DocumentQueue,nd_auto_increament_id,no,,,,,1
brandyTrace,RowNumber,no,,,,,1
brandyTrace,EventClass,no,,,,,1
brandyTrace,TextData,no,,,,,1
brandyTrace,ApplicationName,no,,,,,1
brandyTrace,NTUserName,no,,,,,1
brandyTrace,LoginName,no,,,,,1
brandyTrace,CPU,no,,,,,1
brandyTrace,Reads,no,,,,,1
brandyTrace,Writes,no,,,,,1
brandyTrace,Duration,no,,,,,1
brandyTrace,ClientProcessID,no,,,,,1
brandyTrace,SPID,no,,,,,1
brandyTrace,StartTime,no,,,,,1
brandyTrace,EndTime,no,,,,,1
brandyTrace,BinaryData,no,,,,,1
brandyTrace,nd_auto_increament_id,no,,,,,1
Recall,RecallId,no,,,,,1
Recall,Inactive,no,,,,,1
Recall,PatientProfileId,no,,,,,1
Recall,Date,yes,STATIC_OFFSET,,,,1
Recall,DoctorResourceId,no,,,,,1
Recall,FacilityId,no,,,,,1
Recall,ApptTypeId,no,,,,,1
Recall,LastLetter,yes,STATIC_OFFSET,,,,1
Recall,ContactMethod,no,,,,,1
Recall,ApptId,no,,,,,1
Recall,Notes,no,,,,,1
Recall,Created,yes,MASK,Created,,,1
Recall,CreatedBy,no,,,,,1
Recall,LastModified,yes,STATIC_OFFSET,,,,1
Recall,LastModifiedBy,no,,,,,1
_notes,PatientProfileId,no,,,,,1
_notes,Final,yes,GENERIC_NOTES,,,,1
_notes,OrgNotes,yes,GENERIC_NOTES,,,,1
_notes,NewNote,yes,GENERIC_NOTES,,,,1
_notes,OrgNotes2,yes,GENERIC_NOTES,,,,1
_notes,nd_auto_increment_id,no,,,,,1
_notes,nd_auto_increament_id,no,,,,,1
mostusedproblem_spr68501_2018,MostUsedProblemId,no,,,,,1
mostusedproblem_spr68501_2018,PVID,no,,,,,1
mostusedproblem_spr68501_2018,Description,yes,GENERIC_NOTES,,,,1
mostusedproblem_spr68501_2018,UsageCount,no,,,,,1
mostusedproblem_spr68501_2018,ICD9MasterDiagnosisId,no,,,,,1
mostusedproblem_spr68501_2018,ICD10MasterDiagnosisId,no,,,,,1
mostusedproblem_spr68501_2018,SNOMEDMasterDiagnosisId,no,,,,,1
mostusedproblem_spr68501_2018,code,no,,,,,1
mostusedproblem_spr68501_2018,db_create_date,yes,STATIC_OFFSET,,,,1
mostusedproblem_spr68501_2018,db_updated_date,yes,STATIC_OFFSET,,,,1
mostusedproblem_spr68501_2018,nd_auto_increament_id,no,,,,,1
cus_patientVisitInsurance_bak_20220221,PatientVisitInsuranceId,no,,,,,1
cus_patientVisitInsurance_bak_20220221,PatientVisitId,no,,,,,1
cus_patientVisitInsurance_bak_20220221,PatientInsuranceId,yes,MASK,PatientInsuranceId,,,1
cus_patientVisitInsurance_bak_20220221,OrderForClaims,no,,,,,1
cus_patientVisitInsurance_bak_20220221,Number,yes,MASK,Number,,,1
cus_patientVisitInsurance_bak_20220221,IssuedDate,yes,STATIC_OFFSET,,,,1
cus_patientVisitInsurance_bak_20220221,AuthExpdDate,yes,STATIC_OFFSET,,,,1
cus_patientVisitInsurance_bak_20220221,ICN,yes,MASK,ICN,,,1
cus_patientVisitInsurance_bak_20220221,Type,no,,,,,1
cus_patientVisitInsurance_bak_20220221,Created,yes,STATIC_OFFSET,,,,1
cus_patientVisitInsurance_bak_20220221,CreatedBy,yes,MASK,CreatedBy,,,1
cus_patientVisitInsurance_bak_20220221,LastModified,yes,STATIC_OFFSET,,,,1
cus_patientVisitInsurance_bak_20220221,LastModifiedBy,yes,MASK,LastModifiedBy,,,1
cus_patientVisitInsurance_bak_20220221,CasesInsuranceId,yes,MASK,CasesInsuranceId,,,1
cus_patientVisitInsurance_bak_20220221,ReferralNumber,no,,,,,1
cus_patientVisitInsurance_bak_20220221,ReferralIssuedDate,yes,STATIC_OFFSET,,,,1
cus_patientVisitInsurance_bak_20220221,ReferralExpdDate,yes,STATIC_OFFSET,,,,1
cus_patientVisitInsurance_bak_20220221,nd_auto_increament_id,no,,,,,1
cus_patientVisit_bak_20220221,PatientVisitId,no,,,,,1
cus_patientVisit_bak_20220221,Entered,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,PatientProfileId,no,,,,,1
cus_patientVisit_bak_20220221,FinancialClassMId,yes,MASK,FinancialClassMId,,,1
cus_patientVisit_bak_20220221,DoctorId,no,,,,,1
cus_patientVisit_bak_20220221,FacilityId,no,,,,,1
cus_patientVisit_bak_20220221,CompanyId,no,,,,,1
cus_patientVisit_bak_20220221,Visit,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,Description,no,,,,,1
cus_patientVisit_bak_20220221,BillStatus,no,,,,,1
cus_patientVisit_bak_20220221,ClaimStatus,no,,,,,1
cus_patientVisit_bak_20220221,CurrentCarrier,no,,,,,1
cus_patientVisit_bak_20220221,BalanceForward,no,,,,,1
cus_patientVisit_bak_20220221,TicketNumber,no,,,,,1
cus_patientVisit_bak_20220221,ShowPmtOnHCFA,yes,MASK,ShowPmtOnHCFA,,,1
cus_patientVisit_bak_20220221,HCFAPaymentAmount,no,,,,,1
cus_patientVisit_bak_20220221,FirstFiledDate,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,LastFiledDate,yes,MASK,LastFiledDate,,,1
cus_patientVisit_bak_20220221,PrimaryPICarrierId,yes,MASK,PrimaryPICarrierId,,,1
cus_patientVisit_bak_20220221,PrimaryInsuranceCarriersId,yes,MASK,PrimaryInsuranceCarriersId,,,1
cus_patientVisit_bak_20220221,CurrentPICarrierId,yes,MASK,CurrentPICarrierId,,,1
cus_patientVisit_bak_20220221,CurrentInsuranceCarriersId,no,,,,,1
cus_patientVisit_bak_20220221,FilingMethodMId,no,,,,,1
cus_patientVisit_bak_20220221,FilingType,no,,,,,1
cus_patientVisit_bak_20220221,AllocationSetId,yes,MASK,AllocationSetId,,,1
cus_patientVisit_bak_20220221,AcceptAssignmentMId,no,,,,,1
cus_patientVisit_bak_20220221,ReferringDoctorId,no,,,,,1
cus_patientVisit_bak_20220221,SupervisingDoctorId,no,,,,,1
cus_patientVisit_bak_20220221,AttendingDoctorId,no,,,,,1
cus_patientVisit_bak_20220221,OperatingDoctorId,no,,,,,1
cus_patientVisit_bak_20220221,AdmittingDoctorId,yes,GENERIC_NOTES,,,,1
cus_patientVisit_bak_20220221,ApprovalResults,no,,,,,1
cus_patientVisit_bak_20220221,Notes,no,,,,,1
cus_patientVisit_bak_20220221,ReceiptNotes,no,,,,,1
cus_patientVisit_bak_20220221,LastTransactionDateOfService,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,LastTransactionDateOfEntry,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,CollectionsStatusMId,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,CollectionsDate,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,CollectionsNextContactDate,yes,MASK,CollectionsNextContactDate,,,1
cus_patientVisit_bak_20220221,LeaveCollections,no,,,,,1
cus_patientVisit_bak_20220221,VisitOwnerMId,no,,,,,1
cus_patientVisit_bak_20220221,CasesId,no,,,,,1
cus_patientVisit_bak_20220221,OtherDoctorId,no,,,,,1
cus_patientVisit_bak_20220221,PatientWeight,no,,,,,1
cus_patientVisit_bak_20220221,PatientWeightQualifier,no,,,,,1
cus_patientVisit_bak_20220221,SplitFromVisitID,no,,,,,1
cus_patientVisit_bak_20220221,OriginatingVisitId,no,,,,,1
cus_patientVisit_bak_20220221,PCPId,no,,,,,1
cus_patientVisit_bak_20220221,PartneredVisit,no,,,,,1
cus_patientVisit_bak_20220221,VisitAuthCounted,no,,,,,1
cus_patientVisit_bak_20220221,BulkImportWarn,yes,MASK,BulkImportWarn,,,1
cus_patientVisit_bak_20220221,Created,yes,STATIC_OFFSET,,,,1
cus_patientVisit_bak_20220221,CreatedBy,yes,MASK,CreatedBy,,,1
cus_patientVisit_bak_20220221,LastModified,yes,STATIC_OFFSET,,,,1
cus_BPP_PatientProfile,PatientId,yes,PATIENT_PATIENTID,,,,1
cus_BPP_PatientProfile,last_login,yes,DATE_OFFSET,,,,1
cus_BPP_PatientProfile,nd_auto_increament_id,no,,,,,1
CusSupportPatientVisitProcsMonitor,rowId,no,,,,,1
CusSupportPatientVisitProcsMonitor,action,no,,,,,1
CusSupportPatientVisitProcsMonitor,ActionByUserName,yes,MASK,ActionByUserName,,,1
CusSupportPatientVisitProcsMonitor,ActionByCurrentUser,no,,,,,1
CusSupportPatientVisitProcsMonitor,ActionBySystemUser,yes,MASK,ActionBySystemUser,,,1
CusSupportPatientVisitProcsMonitor,ActionBySystemUserName,yes,MASK,ActionBySystemUserName,,,1
CusSupportPatientVisitProcsMonitor,ActionTIme,yes,STATIC_OFFSET,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitProcsId,no,,,,,1
CusSupportPatientVisitProcsMonitor,BatchId,no,,,,,1
CusSupportPatientVisitProcsMonitor,DateOfEntry,yes,STATIC_OFFSET,,,,1
CusSupportPatientVisitProcsMonitor,OrderCodeId,no,,,,,1
CusSupportPatientVisitProcsMonitor,OrderId,no,,,,,1
CusSupportPatientVisitProcsMonitor,ProceduresId,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitId,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags1,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags2,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags3,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags4,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags5,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags6,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags7,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags8,no,,,,,1
CusSupportPatientVisitProcsMonitor,PatientVisitDiags9,no,,,,,1
CusSupportPatientVisitProcsMonitor,Code,no,,,,,1
CusSupportPatientVisitProcsMonitor,CPTCode,no,,,,,1
CusSupportPatientVisitProcsMonitor,CPTProcedureCodeQualifierMId,no,,,,,1
CusSupportPatientVisitProcsMonitor,ProductCode,no,,,,,1
CusSupportPatientVisitProcsMonitor,ProductCodeProcedureCodeQualifierMId,no,,,,,1
CusSupportPatientVisitProcsMonitor,RevenueCode,no,,,,,1
CusSupportPatientVisitProcsMonitor,Description,yes,GENERIC_NOTES,,,,1
CusSupportPatientVisitProcsMonitor,Modifier1MId,no,,,,,1
CusSupportPatientVisitProcsMonitor,OrderModifier1,no,,,,,1
CusSupportPatientVisitProcsMonitor,Modifier2MId,no,,,,,1
CusSupportPatientVisitProcsMonitor,OrderModifier2,no,,,,,1
CusSupportPatientVisitProcsMonitor,Modifier3MId,no,,,,,1
CusSupportPatientVisitProcsMonitor,OrderModifier3,no,,,,,1
CusSupportPatientVisitProcsMonitor,Modifier4MId,no,,,,,1
CusSupportPatientVisitProcsMonitor,OrderModifier4,no,,,,,1
CusSupportPatientVisitProcsMonitor,PlaceOfServiceMId,no,,,,,1
CusSupportPatientVisitProcsMonitor,TypeOfServiceMId,no,,,,,1
CusSupportPatientVisitProcsMonitor,Cost,yes,MASK,Cost,,,1
CusSupportPatientVisitProcsMonitor,Fee,yes,MASK,Fee,,,1
CusSupportPatientVisitProcsMonitor,Allowed,no,,,,,1
