Table,Status,RowsInserted,Duration
_badgutmp2,SUCCESS,0,0:00:02.733657
_gu_bak,SUCCESS,0,0:00:35.114037
_inscarriers,SUCCESS,0,0:00:02.178618
_pp,SUCCESS,0,0:03:06.794292
_pp2,SUCCESS,0,0:00:03.037704
